Customer_ID,Age,Gender,Income_Level,Occupation,Nationality,Primary_Brand_Owned,Num_Luxury_Items,Primary_Item_Type,Years_Owning_Luxury,Purchase_Frequency,Resale_Experience,Sustainability_Importance,Brand_Loyalty,Heard_of_Restoration_Services,Used_Restoration_Before,Adoption_Likelihood,Services_Interested_In,WTP_Basic_Restoration_AED,WTP_Advanced_Restoration_AED,WTP_Authentication_AED,WTP_Annual_Membership_AED,Perceived_Value,Trust_Importance,Quality_Over_Price,Preferred_Channel,Digital_Certificate_Interest,Social_Media_Activity,Influencer_Impact,Awareness_Source,Primary_Pain_Point,NPS_Score,Visit_Frequency_Expected,Membership_Interest,Location_Preference,Has_Purchased
CUST0127,38,Female,Medium (100K-250K AED),Professional,GCC National,Dior,4,Handbags,2,Annually,Yes - once,Not Important,Very Loyal,Yes,No,Neutral,Both Restoration & Authentication,1368,3875,435,20158,Good Value,Important,Agree,Hybrid (Both),Very Interested,Active,High Impact,Online Search,Finding Trusted Services,5,Quarterly,Very Interested,Downtown Dubai,0
CUST0128,40,Male,Very High (>500K AED),Professional,Other,Gucci,15,Sneakers,13,Bi-annually,Yes - occasionally,Very Important,Very Loyal,Yes,No,Neutral,Both Restoration & Authentication,505,3410,535,22195,Fair,Important,Agree,In-Person (Studio),Very Interested,Active,High Impact,Word of Mouth,Finding Trusted Services,8,Quarterly,Very Interested,Dubai Marina,0
CUST0129,18,Female,High (250K-500K AED),Professional,UAE National,Balenciaga,11,Handbags,6,Bi-annually,No - never,Important,Very Loyal,Yes,Yes,Likely,Full Service (incl. Resale),1352,1789,488,12572,Fair,Very Important,Strongly Agree,Online (Website),Very Interested,Active,Medium Impact,Event/Exhibition,Other,0,Annually,Very Interested,Other Emirates,0
CUST0130,30,Female,High (250K-500K AED),Business Owner,Other,Louis Vuitton,3,Handbags,21,Monthly,No - never,Important,Somewhat Loyal,No,No,Neutral,Restoration Only,806,3286,260,6182,Fair,Critical,Agree,Hybrid (Both),Somewhat Interested,Very Active,Medium Impact,Word of Mouth,High Costs,3,Bi-annually,Not Interested,Dubai Mall,0
CUST0131,30,Female,High (250K-500K AED),Professional,Asian Expat,Prada,3,Shoes,6,Monthly,Yes - once,Very Important,Very Loyal,No,No,Neutral,Restoration Only,1047,4058,257,15979,Fair,Very Important,Strongly Agree,Mobile App,Very Interested,Somewhat Active,Medium Impact,Social Media,Limited Service Options,1,Monthly,Very Interested,Dubai Marina,0
CUST0132,25,Male,High (250K-500K AED),Professional,Asian Expat,Hermès,16,Shoes,9,Bi-annually,Yes - occasionally,Important,Somewhat Loyal,No,No,Neutral,Authentication Only,826,2411,516,10867,Fair,Very Important,Agree,Mobile App,Not Interested,Very Active,Medium Impact,Word of Mouth,High Costs,5,Annually,Not Interested,Downtown Dubai,0
CUST0133,25,Male,Medium (100K-250K AED),Professional,GCC National,Louis Vuitton,5,Handbags,16,Quarterly,Yes - frequently,Important,Somewhat Loyal,No,No,Neutral,Restoration Only,855,1860,430,18155,Fair,Critical,Agree,Social Media,Not Interested,Somewhat Active,No Impact,Online Search,High Costs,3,Annually,Maybe,Dubai Mall,0
CUST0134,28,Female,Very High (>500K AED),Professional,UAE National,Prada,10,Handbags,11,Bi-annually,Yes - frequently,Moderately Important,Somewhat Loyal,No,No,Unlikely,Authentication Only,1292,5480,199,16006,Good Value,Critical,Agree,Hybrid (Both),Very Interested,Active,Medium Impact,Online Search,Long Wait Times,8,Annually,Interested,Dubai Mall,0
CUST0135,42,Female,Very High (>500K AED),Professional,Asian Expat,Gucci,19,Shoes,7,Quarterly,Yes - once,Important,Very Loyal,No,No,Very Unlikely,Both Restoration & Authentication,894,3122,163,7329,Too Expensive,Very Important,Strongly Agree,Online (Website),Somewhat Interested,Active,Medium Impact,Event/Exhibition,Finding Trusted Services,2,Monthly,Interested,Dubai Marina,0
CUST0136,28,Male,High (250K-500K AED),Entrepreneur,Asian Expat,Prada,4,Accessories,10,Annually,No - never,Moderately Important,Somewhat Loyal,No,No,Very Likely,Both Restoration & Authentication,799,4263,283,25551,Good Value,Important,Agree,Mobile App,Somewhat Interested,Somewhat Active,Medium Impact,Social Media,Finding Trusted Services,0,Bi-annually,Interested,Other Emirates,0
CUST0137,30,Female,Medium (100K-250K AED),Corporate Executive,Asian Expat,Balenciaga,19,Handbags,10,Annually,No - never,Not Important,Neutral,Yes,No,Neutral,Not Interested,1025,1718,225,6097,Fair,Very Important,Disagree,In-Person (Studio),Somewhat Interested,Very Active,High Impact,Social Media,Other,10,As Needed,Interested,Downtown Dubai,0
CUST0138,35,Male,High (250K-500K AED),Creative Industry,UAE National,Gucci,11,Sneakers,20,Rarely,Yes - once,Important,Neutral,No,No,Very Likely,Authentication Only,1248,3953,233,4404,Fair,Critical,Neutral,Hybrid (Both),Very Interested,Very Active,Medium Impact,Social Media,High Costs,10,As Needed,Very Interested,Dubai Marina,1
CUST0139,28,Female,Low (<100K AED),Professional,Asian Expat,Louis Vuitton,2,Handbags,18,Bi-annually,No - never,Slightly Important,Neutral,Yes,No,Very Likely,Both Restoration & Authentication,784,3515,492,8101,Fair,Critical,Strongly Agree,Hybrid (Both),Not Interested,Active,No Impact,Online Search,Finding Trusted Services,0,Quarterly,Maybe,Dubai Marina,0
CUST0140,45,Female,Low (<100K AED),Business Owner,Asian Expat,Chanel,10,Shoes,24,Annually,No - never,Moderately Important,Somewhat Loyal,Yes,No,Likely,Not Interested,829,3540,307,4369,Fair,Important,Agree,Hybrid (Both),Somewhat Interested,Very Active,No Impact,Online Search,Finding Trusted Services,8,Quarterly,Maybe,Dubai Mall,0
CUST0141,45,Female,Medium (100K-250K AED),Business Owner,Asian Expat,Chanel,11,Handbags,20,Annually,Yes - occasionally,Slightly Important,Somewhat Loyal,No,Yes,Neutral,Full Service (incl. Resale),549,3544,435,24881,Good Value,Somewhat Important,Agree,In-Person (Studio),Very Interested,Active,High Impact,Word of Mouth,Limited Service Options,8,Bi-annually,Very Interested,Dubai Marina,0
CUST0142,25,Female,High (250K-500K AED),Corporate Executive,Asian Expat,Bottega Veneta,16,Handbags,9,Bi-annually,Yes - occasionally,Slightly Important,Very Loyal,Yes,No,Neutral,Both Restoration & Authentication,1272,4300,571,9665,Fair,Critical,Neutral,Online (Website),Very Interested,Very Active,No Impact,Word of Mouth,Long Wait Times,4,Bi-annually,Not Interested,Dubai Marina,0
CUST0143,30,Male,Very High (>500K AED),Entrepreneur,Asian Expat,Bottega Veneta,19,Leather Goods,15,Quarterly,No - never,Moderately Important,Very Loyal,Yes,No,Likely,Both Restoration & Authentication,1467,4470,463,21448,Excellent Value,Critical,Strongly Agree,Hybrid (Both),Very Interested,Somewhat Active,Medium Impact,Event/Exhibition,High Costs,1,Annually,Interested,Downtown Dubai,0
CUST0144,28,Female,High (250K-500K AED),Entrepreneur,Asian Expat,Prada,11,Handbags,4,Rarely,Yes - occasionally,Very Important,Very Loyal,No,No,Likely,Full Service (incl. Resale),1121,2331,243,29868,Excellent Value,Critical,Strongly Agree,Online (Website),Somewhat Interested,Active,Low Impact,Magazine/Press,Finding Trusted Services,8,As Needed,Interested,City Walk,1
CUST0145,28,Female,High (250K-500K AED),Entrepreneur,UAE National,Chanel,14,Sneakers,8,Bi-annually,No - never,Not Important,Somewhat Loyal,No,No,Likely,Both Restoration & Authentication,1208,3293,446,5765,Good Value,Very Important,Disagree,Social Media,Somewhat Interested,Very Active,High Impact,Social Media,Long Wait Times,7,Bi-annually,Interested,Dubai Marina,0
CUST0146,22,Male,High (250K-500K AED),Professional,Western Expat,Gucci,2,Handbags,9,Bi-annually,No - never,Important,Very Loyal,No,No,Very Unlikely,Authentication Only,877,5192,243,22201,Good Value,Very Important,Neutral,Hybrid (Both),Very Interested,Somewhat Active,No Impact,Online Search,High Costs,10,Monthly,Interested,Downtown Dubai,0
CUST0147,32,Female,Medium (100K-250K AED),Professional,UAE National,Dior,5,Handbags,13,Quarterly,Yes - once,Moderately Important,Very Loyal,No,No,Very Likely,Full Service (incl. Resale),1263,3291,206,27175,Too Expensive,Important,Strongly Agree,Hybrid (Both),Somewhat Interested,Active,High Impact,Word of Mouth,High Costs,9,As Needed,Maybe,Downtown Dubai,0
CUST0148,30,Female,Medium (100K-250K AED),Business Owner,Western Expat,Gucci,5,Handbags,9,Quarterly,No - never,Very Important,Not Loyal,Yes,No,Unlikely,Both Restoration & Authentication,1099,4341,313,3716,Good Value,Important,Strongly Agree,Mobile App,Very Interested,Active,Low Impact,Social Media,Lack of Transparency,9,Monthly,Very Interested,Dubai Marina,0
CUST0149,22,Male,Very High (>500K AED),Corporate Executive,Western Expat,Dior,19,Sneakers,4,Annually,No - never,Slightly Important,Very Loyal,Yes,No,Likely,Restoration Only,1499,2743,469,16850,Good Value,Critical,Agree,Hybrid (Both),Very Interested,Active,Low Impact,Word of Mouth,High Costs,5,As Needed,Not Interested,Dubai Mall,0
CUST0150,28,Female,Low (<100K AED),Professional,UAE National,Louis Vuitton,12,Handbags,17,Bi-annually,Yes - once,Very Important,Very Loyal,No,No,Likely,Both Restoration & Authentication,1324,2094,646,23424,Fair,Very Important,Strongly Agree,In-Person (Studio),Somewhat Interested,Active,High Impact,Social Media,Lack of Transparency,6,Annually,Interested,Dubai Marina,1
CUST0151,40,Female,Very High (>500K AED),Business Owner,GCC National,Hermès,18,Sneakers,16,Quarterly,Yes - occasionally,Important,Very Loyal,Yes,No,Very Unlikely,Both Restoration & Authentication,1037,3654,247,4711,Too Expensive,Important,Agree,In-Person (Studio),Very Interested,Active,Medium Impact,Social Media,Long Wait Times,5,As Needed,Not Interested,Dubai Marina,0
CUST0152,25,Male,High (250K-500K AED),Corporate Executive,UAE National,Dior,4,Shoes,15,Quarterly,Yes - frequently,Not Important,Somewhat Loyal,No,No,Likely,Full Service (incl. Resale),1273,2080,165,28801,Fair,Critical,Neutral,Hybrid (Both),Not Interested,Active,High Impact,Word of Mouth,Long Wait Times,4,Quarterly,Interested,Dubai Mall,0
CUST0153,25,Female,High (250K-500K AED),Professional,Asian Expat,Chanel,17,Leather Goods,3,Bi-annually,Yes - occasionally,Very Important,Somewhat Loyal,Yes,No,Likely,Restoration Only,643,4156,493,24751,Good Value,Very Important,Strongly Agree,Mobile App,Very Interested,Very Active,Low Impact,Word of Mouth,High Costs,3,Monthly,Interested,Downtown Dubai,1
CUST0154,30,Female,High (250K-500K AED),Entrepreneur,Arab Expat,Gucci,10,Handbags,20,Bi-annually,Yes - once,Important,Somewhat Loyal,No,No,Very Likely,Full Service (incl. Resale),559,3247,227,9261,Good Value,Critical,Agree,Hybrid (Both),Very Interested,Not Active,Medium Impact,Word of Mouth,Finding Trusted Services,6,Bi-annually,Very Interested,Dubai Marina,1
CUST0155,48,Female,High (250K-500K AED),Other,UAE National,Louis Vuitton,6,Handbags,5,Quarterly,Yes - frequently,Important,Somewhat Loyal,No,Yes,Very Likely,Both Restoration & Authentication,1367,4857,495,19392,Fair,Very Important,Strongly Agree,Social Media,Very Interested,Somewhat Active,Low Impact,Word of Mouth,Finding Trusted Services,3,Bi-annually,Interested,Downtown Dubai,1
CUST0156,25,Male,Very High (>500K AED),Student,Other,Chanel,14,Handbags,23,Annually,Yes - frequently,Very Important,Neutral,No,No,Likely,Both Restoration & Authentication,1279,5320,221,28173,Good Value,Critical,Neutral,Online (Website),Somewhat Interested,Very Active,No Impact,Social Media,High Costs,9,Bi-annually,Interested,Jumeirah,1
CUST0157,35,Female,Very High (>500K AED),Professional,Western Expat,Louis Vuitton,11,Handbags,5,Monthly,Yes - frequently,Very Important,Neutral,No,Yes,Likely,Restoration Only,574,3555,419,23502,Good Value,Important,Agree,In-Person (Studio),Somewhat Interested,Somewhat Active,Medium Impact,Online Search,High Costs,9,As Needed,Very Interested,City Walk,1
CUST0158,38,Female,High (250K-500K AED),Professional,GCC National,Hermès,11,Handbags,20,Bi-annually,No - never,Important,Not Loyal,No,No,Unlikely,Full Service (incl. Resale),502,4353,436,9086,Good Value,Critical,Strongly Agree,Online (Website),Somewhat Interested,Active,High Impact,Word of Mouth,High Costs,9,Annually,Interested,Jumeirah,0
CUST0159,25,Male,Medium (100K-250K AED),Professional,UAE National,Balenciaga,18,Leather Goods,15,Annually,No - never,Important,Neutral,Yes,Yes,Likely,Full Service (incl. Resale),1074,3736,215,25767,Fair,Important,Agree,Hybrid (Both),Somewhat Interested,Very Active,Low Impact,Word of Mouth,Finding Trusted Services,8,Annually,Interested,Jumeirah,0
CUST0160,35,Male,High (250K-500K AED),Entrepreneur,Western Expat,Gucci,18,Handbags,18,Quarterly,No - never,Very Important,Somewhat Loyal,Yes,No,Neutral,Both Restoration & Authentication,1247,1580,517,29184,Good Value,Very Important,Agree,Online (Website),Very Interested,Very Active,Low Impact,Event/Exhibition,Finding Trusted Services,4,Quarterly,Interested,Other Emirates,0
CUST0161,28,Female,Very High (>500K AED),Business Owner,Asian Expat,Prada,11,Handbags,15,Annually,Yes - once,Very Important,Very Loyal,Yes,Yes,Likely,Authentication Only,947,3655,217,17362,Good Value,Critical,Strongly Agree,Online (Website),Very Interested,Very Active,No Impact,Social Media,High Costs,7,Annually,Interested,City Walk,1
CUST0162,35,Female,Medium (100K-250K AED),Professional,Asian Expat,Gucci,12,Handbags,2,Annually,No - never,Very Important,Very Loyal,Yes,No,Neutral,Both Restoration & Authentication,1457,2844,342,14223,Good Value,Important,Agree,Hybrid (Both),Very Interested,Somewhat Active,High Impact,Word of Mouth,High Costs,5,Annually,Very Interested,City Walk,0
CUST0163,35,Female,High (250K-500K AED),Creative Industry,UAE National,Bottega Veneta,5,Leather Goods,13,Annually,No - never,Very Important,Very Loyal,Yes,No,Likely,Full Service (incl. Resale),1240,3102,204,19220,Good Value,Very Important,Agree,In-Person (Studio),Very Interested,Active,Medium Impact,Word of Mouth,Lack of Transparency,3,Bi-annually,Maybe,Downtown Dubai,0
CUST0164,32,Male,High (250K-500K AED),Corporate Executive,UAE National,Hermès,9,Handbags,4,Quarterly,Yes - once,Moderately Important,Somewhat Loyal,No,No,Likely,Restoration Only,1401,4233,617,16392,Good Value,Critical,Strongly Agree,Hybrid (Both),Very Interested,Active,Low Impact,Magazine/Press,High Costs,2,As Needed,Interested,Dubai Marina,0
CUST0165,22,Female,High (250K-500K AED),Professional,Western Expat,Gucci,9,Sneakers,10,Quarterly,Yes - once,Very Important,Neutral,Yes,No,Very Likely,Both Restoration & Authentication,774,1845,528,23051,Fair,Critical,Neutral,In-Person (Studio),Very Interested,Very Active,Low Impact,Online Search,Lack of Transparency,10,Quarterly,Interested,City Walk,1
CUST0166,40,Female,Medium (100K-250K AED),Professional,GCC National,Bottega Veneta,10,Handbags,13,Quarterly,Yes - frequently,Slightly Important,Somewhat Loyal,No,No,Likely,Both Restoration & Authentication,1029,3386,611,5246,Good Value,Important,Strongly Agree,In-Person (Studio),Not Interested,Active,Low Impact,Social Media,Lack of Transparency,5,Quarterly,Very Interested,Other Emirates,0
CUST0167,28,Male,High (250K-500K AED),Corporate Executive,GCC National,Prada,19,Shoes,10,Bi-annually,No - never,Important,Very Loyal,No,No,Very Likely,Both Restoration & Authentication,1091,3875,317,23010,Excellent Value,Important,Strongly Agree,In-Person (Studio),Somewhat Interested,Active,Medium Impact,Online Search,High Costs,0,Monthly,Very Interested,Dubai Mall,1
CUST0168,25,Male,Very High (>500K AED),Corporate Executive,GCC National,Dior,1,Shoes,9,Annually,Yes - occasionally,Important,Somewhat Loyal,Yes,No,Likely,Both Restoration & Authentication,714,2054,558,5822,Good Value,Important,Agree,Mobile App,Very Interested,Somewhat Active,Medium Impact,Social Media,Finding Trusted Services,1,Annually,Interested,City Walk,0
CUST0169,22,Female,Medium (100K-250K AED),Corporate Executive,Asian Expat,Louis Vuitton,7,Handbags,8,Annually,Yes - occasionally,Important,Neutral,Yes,No,Likely,Authentication Only,1182,5270,174,27667,Too Expensive,Important,Agree,In-Person (Studio),Very Interested,Not Active,High Impact,Event/Exhibition,High Costs,6,Annually,Interested,Dubai Mall,0
CUST0170,32,Male,Medium (100K-250K AED),Business Owner,Arab Expat,Prada,4,Handbags,3,Annually,Yes - once,Not Important,Somewhat Loyal,Yes,No,Likely,Full Service (incl. Resale),984,1801,280,20234,Too Expensive,Critical,Strongly Agree,In-Person (Studio),Very Interested,Active,No Impact,Social Media,High Costs,3,Bi-annually,Maybe,Downtown Dubai,0
CUST0171,35,Female,Very High (>500K AED),Business Owner,Western Expat,Chanel,1,Handbags,16,Rarely,Yes - occasionally,Very Important,Neutral,No,Yes,Unlikely,Both Restoration & Authentication,828,1699,474,20491,Excellent Value,Very Important,Neutral,In-Person (Studio),Very Interested,Active,High Impact,Online Search,Finding Trusted Services,4,Quarterly,Interested,Downtown Dubai,0
CUST0172,18,Male,Medium (100K-250K AED),Creative Industry,Arab Expat,Hermès,15,Handbags,14,Annually,Yes - occasionally,Important,Neutral,Yes,Yes,Very Likely,Both Restoration & Authentication,754,4440,251,19683,Too Expensive,Very Important,Agree,Online (Website),Somewhat Interested,Active,Low Impact,Social Media,Other,10,Monthly,Very Interested,Dubai Mall,1
CUST0173,30,Female,Very High (>500K AED),Corporate Executive,GCC National,Dior,8,Leather Goods,9,Quarterly,Yes - once,Important,Neutral,Yes,No,Likely,Both Restoration & Authentication,886,4990,523,27486,Too Expensive,Critical,Agree,Mobile App,Very Interested,Somewhat Active,Low Impact,Word of Mouth,High Costs,9,Quarterly,Very Interested,Downtown Dubai,0
CUST0174,25,Female,High (250K-500K AED),Professional,Western Expat,Chanel,12,Shoes,21,Quarterly,Yes - frequently,Very Important,Neutral,No,No,Very Likely,Authentication Only,625,2562,431,29919,Fair,Very Important,Agree,Online (Website),Not Interested,Very Active,Medium Impact,Other,Lack of Transparency,0,Bi-annually,Very Interested,City Walk,1
CUST0175,35,Male,Medium (100K-250K AED),Corporate Executive,GCC National,Chanel,18,Leather Goods,11,Annually,No - never,Important,Somewhat Loyal,Yes,No,Likely,Full Service (incl. Resale),1266,5303,445,12669,Excellent Value,Critical,Agree,Mobile App,Very Interested,Active,Medium Impact,Magazine/Press,High Costs,1,Quarterly,Not Interested,Jumeirah,0
CUST0176,25,Female,Very High (>500K AED),Student,Asian Expat,Hermès,15,Shoes,3,Quarterly,Yes - once,Slightly Important,Very Loyal,No,No,Very Likely,Both Restoration & Authentication,1083,1806,443,24784,Fair,Very Important,Strongly Agree,In-Person (Studio),Very Interested,Somewhat Active,Low Impact,Social Media,Finding Trusted Services,3,Quarterly,Very Interested,Jumeirah,1
CUST0177,35,Female,High (250K-500K AED),Corporate Executive,Other,Dior,17,Handbags,5,Monthly,Yes - once,Moderately Important,Very Loyal,No,Yes,Very Likely,Both Restoration & Authentication,1049,4575,571,4082,Fair,Very Important,Strongly Agree,Mobile App,Very Interested,Very Active,Medium Impact,Word of Mouth,Finding Trusted Services,7,As Needed,Very Interested,Downtown Dubai,1
CUST0178,30,Male,High (250K-500K AED),Professional,Asian Expat,Balenciaga,14,Handbags,10,Bi-annually,Yes - once,Very Important,Somewhat Loyal,No,Yes,Neutral,Both Restoration & Authentication,823,3156,601,14148,Good Value,Critical,Agree,Hybrid (Both),Very Interested,Very Active,Medium Impact,Social Media,Lack of Transparency,9,Bi-annually,Maybe,Jumeirah,0
CUST0179,42,Male,Medium (100K-250K AED),Creative Industry,Western Expat,Chanel,14,Leather Goods,13,Annually,Yes - once,Slightly Important,Very Loyal,Yes,No,Neutral,Both Restoration & Authentication,703,3371,412,11167,Too Expensive,Important,Agree,Hybrid (Both),Very Interested,Active,Medium Impact,Word of Mouth,Finding Trusted Services,3,Annually,Interested,Downtown Dubai,0
CUST0180,25,Female,High (250K-500K AED),Creative Industry,Asian Expat,Chanel,18,Handbags,4,Quarterly,Yes - once,Important,Not Loyal,No,No,Likely,Authentication Only,671,4648,627,12557,Excellent Value,Very Important,Agree,Hybrid (Both),Somewhat Interested,Very Active,Low Impact,Social Media,Finding Trusted Services,2,Monthly,Interested,Downtown Dubai,0
CUST0181,28,Male,Medium (100K-250K AED),Corporate Executive,UAE National,Dior,18,Leather Goods,24,Annually,Yes - once,Important,Very Loyal,No,Yes,Likely,Restoration Only,1234,4015,563,22184,Good Value,Very Important,Strongly Disagree,In-Person (Studio),Somewhat Interested,Active,No Impact,Social Media,Limited Service Options,2,Bi-annually,Interested,City Walk,0
CUST0182,25,Female,Medium (100K-250K AED),Entrepreneur,Arab Expat,Gucci,16,Handbags,13,Annually,No - never,Important,Neutral,Yes,No,Neutral,Restoration Only,716,3726,269,14728,Good Value,Somewhat Important,Strongly Agree,Hybrid (Both),Very Interested,Active,Low Impact,Word of Mouth,High Costs,4,Bi-annually,Very Interested,Downtown Dubai,0
CUST0183,42,Female,Very High (>500K AED),Professional,Western Expat,Chanel,1,Handbags,12,Bi-annually,No - never,Not Important,Somewhat Loyal,Yes,No,Very Likely,Full Service (incl. Resale),744,4192,552,6951,Excellent Value,Very Important,Strongly Agree,In-Person (Studio),Somewhat Interested,Active,Low Impact,Social Media,Finding Trusted Services,2,Quarterly,Interested,Dubai Marina,0
CUST0184,40,Female,Medium (100K-250K AED),Professional,Western Expat,Louis Vuitton,11,Accessories,5,Monthly,No - never,Important,Very Loyal,Yes,No,Likely,Authentication Only,835,3346,380,17677,Excellent Value,Very Important,Strongly Agree,In-Person (Studio),Somewhat Interested,Very Active,Medium Impact,Word of Mouth,High Costs,7,Quarterly,Interested,Downtown Dubai,0
CUST0185,25,Female,High (250K-500K AED),Business Owner,Western Expat,Dior,15,Handbags,10,Quarterly,Yes - occasionally,Important,Neutral,No,No,Very Likely,Restoration Only,1202,3264,440,18969,Fair,Very Important,Agree,Hybrid (Both),Somewhat Interested,Not Active,Low Impact,Social Media,Lack of Transparency,4,As Needed,Interested,City Walk,1
CUST0186,35,Male,Medium (100K-250K AED),Business Owner,Asian Expat,Chanel,12,Accessories,24,Annually,Yes - occasionally,Very Important,Somewhat Loyal,No,No,Very Likely,Full Service (incl. Resale),797,1775,637,29685,Fair,Very Important,Agree,In-Person (Studio),Very Interested,Very Active,No Impact,Social Media,High Costs,6,As Needed,Interested,Downtown Dubai,1
CUST0187,38,Female,High (250K-500K AED),Entrepreneur,UAE National,Hermès,8,Accessories,9,Annually,No - never,Moderately Important,Somewhat Loyal,No,No,Likely,Restoration Only,1331,2675,310,11967,Good Value,Critical,Strongly Disagree,Hybrid (Both),Somewhat Interested,Somewhat Active,Medium Impact,Online Search,Finding Trusted Services,10,Monthly,Very Interested,City Walk,0
CUST0188,32,Female,Medium (100K-250K AED),Professional,Asian Expat,Prada,6,Leather Goods,20,Annually,Yes - occasionally,Important,Very Loyal,No,No,Very Likely,Both Restoration & Authentication,681,4735,310,9768,Fair,Important,Agree,In-Person (Studio),Very Interested,Very Active,High Impact,Social Media,High Costs,7,Bi-annually,Interested,City Walk,1
CUST0189,30,Female,Very High (>500K AED),Professional,GCC National,Louis Vuitton,3,Leather Goods,7,Bi-annually,Yes - frequently,Important,Somewhat Loyal,Yes,No,Likely,Both Restoration & Authentication,833,4861,227,20836,Excellent Value,Very Important,Agree,Hybrid (Both),Very Interested,Active,No Impact,Word of Mouth,Finding Trusted Services,4,As Needed,Interested,City Walk,0
CUST0190,25,Male,High (250K-500K AED),Entrepreneur,Asian Expat,Bottega Veneta,13,Sneakers,2,Quarterly,Yes - once,Important,Very Loyal,Yes,No,Very Likely,Restoration Only,1010,2901,187,21065,Excellent Value,Critical,Strongly Agree,Mobile App,Very Interested,Very Active,Low Impact,Word of Mouth,Lack of Transparency,7,Quarterly,Not Interested,Jumeirah,1
CUST0191,22,Female,Medium (100K-250K AED),Entrepreneur,Asian Expat,Bottega Veneta,13,Shoes,22,Quarterly,Yes - frequently,Important,Somewhat Loyal,No,Yes,Likely,Both Restoration & Authentication,882,4168,543,17039,Fair,Important,Strongly Agree,Hybrid (Both),Not Interested,Very Active,Medium Impact,Word of Mouth,Lack of Transparency,2,Annually,Maybe,Downtown Dubai,0
CUST0192,40,Female,Low (<100K AED),Corporate Executive,Asian Expat,Prada,2,Handbags,24,Annually,Yes - occasionally,Moderately Important,Somewhat Loyal,No,No,Likely,Restoration Only,1216,2137,590,5303,Excellent Value,Critical,Strongly Agree,Hybrid (Both),Very Interested,Very Active,No Impact,Online Search,Finding Trusted Services,6,As Needed,Interested,Dubai Marina,0
CUST0193,40,Female,Medium (100K-250K AED),Professional,Western Expat,Bottega Veneta,5,Sneakers,23,Quarterly,No - never,Moderately Important,Somewhat Loyal,No,No,Likely,Full Service (incl. Resale),1372,3275,177,18163,Fair,Critical,Strongly Agree,Hybrid (Both),Very Interested,Active,Medium Impact,Word of Mouth,Finding Trusted Services,7,As Needed,Very Interested,Downtown Dubai,0
CUST0194,35,Female,High (250K-500K AED),Business Owner,Western Expat,Prada,17,Sneakers,7,Quarterly,Yes - once,Very Important,Somewhat Loyal,No,No,Likely,Both Restoration & Authentication,698,4881,611,10157,Good Value,Important,Strongly Disagree,Mobile App,Very Interested,Active,Medium Impact,Social Media,High Costs,6,Bi-annually,Maybe,Downtown Dubai,1
CUST0195,28,Female,Medium (100K-250K AED),Entrepreneur,UAE National,Chanel,6,Handbags,8,Bi-annually,Yes - occasionally,Important,Somewhat Loyal,No,Yes,Likely,Restoration Only,831,2429,249,21235,Too Expensive,Somewhat Important,Agree,In-Person (Studio),Very Interested,Very Active,Low Impact,Magazine/Press,High Costs,1,Quarterly,Maybe,City Walk,0
CUST0196,28,Male,Very High (>500K AED),Professional,Asian Expat,Louis Vuitton,2,Handbags,7,Monthly,No - never,Important,Very Loyal,No,No,Likely,Authentication Only,664,5484,443,21281,Excellent Value,Critical,Disagree,Hybrid (Both),Very Interested,Not Active,Medium Impact,Other,Finding Trusted Services,7,Quarterly,Maybe,Dubai Marina,0
CUST0197,35,Male,High (250K-500K AED),Student,GCC National,Louis Vuitton,4,Handbags,21,Quarterly,No - never,Moderately Important,Neutral,No,No,Neutral,Both Restoration & Authentication,741,4960,549,19129,Good Value,Very Important,Agree,In-Person (Studio),Somewhat Interested,Very Active,Low Impact,Social Media,Finding Trusted Services,5,As Needed,Interested,Downtown Dubai,0
CUST0198,40,Female,Medium (100K-250K AED),Business Owner,Western Expat,Gucci,11,Sneakers,23,Bi-annually,Yes - occasionally,Moderately Important,Very Loyal,No,No,Very Likely,Authentication Only,1399,3380,273,25209,Good Value,Critical,Agree,Online (Website),Very Interested,Active,High Impact,Word of Mouth,Other,9,As Needed,Very Interested,City Walk,1
CUST0199,40,Male,High (250K-500K AED),Business Owner,GCC National,Prada,8,Shoes,14,Quarterly,Yes - occasionally,Not Important,Somewhat Loyal,Yes,No,Likely,Authentication Only,1141,5229,554,12519,Excellent Value,Very Important,Strongly Agree,Online (Website),Not Interested,Very Active,High Impact,Social Media,Finding Trusted Services,2,Annually,Interested,City Walk,0
CUST0200,38,Male,High (250K-500K AED),Corporate Executive,UAE National,Louis Vuitton,12,Handbags,19,Quarterly,No - never,Slightly Important,Somewhat Loyal,No,No,Likely,Both Restoration & Authentication,726,5335,241,28190,Good Value,Very Important,Agree,In-Person (Studio),Somewhat Interested,Active,Medium Impact,Social Media,Other,3,Annually,Interested,City Walk,0
CUST0201,35,Male,Medium (100K-250K AED),Corporate Executive,Asian Expat,Gucci,8,Accessories,5,Annually,No - never,Important,Neutral,Yes,No,Likely,Full Service (incl. Resale),1133,1682,404,3244,Fair,Important,Disagree,Hybrid (Both),Very Interested,Somewhat Active,Low Impact,Social Media,Finding Trusted Services,6,Annually,Interested,Jumeirah,0
